"RECORDING_SESSION_LABEL";"trial";"IA_ID";"item";"list";"IA_LABEL";"wordlength";"condition";"is_critical";"is_spill1";"is_spill2";"is_spill3";"filler";"LF";"HF";"function_word";"other_filler";"composite";"fixation_duration";"duration_firstpass";"duration_firstfixation";"fix_count";"avg_pupil";"IA_REGRESSION_IN_COUNT";"IA_REGRESSION_OUT_COUNT";"saccade_length";"saccade_duration";"go_past_time";"sentenceCondition"
"10m23r2";23;1;5;2;"Das";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";340;152;152;2;"1098";2;0;"94.3174427134239";132;152;"pseudo"
"10m23r2";23;2;5;2;"junge";5;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";584;176;176;2;"1057";1;0;"0";0;924;"pseudo"
"10m23r2";23;3;5;2;"Paar";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"pseudo"
"10m23r2";23;4;5;2;"kaufte";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";600;220;220;4;"1298.75";1;1;"67.8390005822609";16;1496;"pseudo"
"10m23r2";23;5;5;2;"sich";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"pseudo"
"10m23r2";23;6;5;2;"als";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";316;316;316;1;"1224";0;0;"44.1040814437847";12;316;"pseudo"
"10m23r2";23;7;5;2;"erstes";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";220;220;220;1;"1278";1;0;"75.4414342387524";16;220;"pseudo"
"10m23r2";23;8;5;2;"eine";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";368;140;140;2;"1237.5";0;1;"75.301062409504";16;588;"pseudo"
"10m23r2";23;9;5;2;"Spriekel";8;"pseudo";1;0;0;0;0;0;0;0;0;"-0.952788045043187";608;260;260;2;"1288";2;0;"92.0367317976904";20;260;"pseudo"
"10m23r2";23;10;5;2;"für";3;"none";0;1;0;0;0;0;0;0;0;"-0.952788045043187";560;164;164;3;"1354.33333333333";1;1;"74.8738939818144";16;844;"pseudo"
"10m23r2";23;11;5;2;"den";3;"none";0;0;1;0;0;0;0;0;0;"-0.952788045043187";184;184;184;1;"1403";1;0;"0";0;248;"pseudo"
"10m23r2";23;12;5;2;"Garten";6;"none";0;0;0;1;0;0;0;0;0;"-0.952788045043187";424;264;264;2;"1280.5";1;0;"47.5824547496238";12;264;"pseudo"
"10m23r2";23;13;5;2;"hinter";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";480;480;108;2;"1378";0;1;"55.4373520291148";12;480;"pseudo"
"10m23r2";23;14;5;2;"dem";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";260;136;136;2;"1469";0;2;"0";0;696;"pseudo"
"10m23r2";23;15;5;2;"Haus.";5;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"pseudo"
"10m23r2";25;1;6;2;"Tina";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";644;72;72;3;"1036.33333333333";2;0;"139.724908301992";24;72;"pseudo"
"10m23r2";25;2;6;2;"ahnte,";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";60;60;60;1;"999";0;0;"73.1492993814705";132;308;"pseudo"
"10m23r2";25;3;6;2;"dass";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";552;152;152;3;"1171.66666666667";0;1;"42.8273277242464";12;1184;"pseudo"
"10m23r2";25;4;6;2;"es";2;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"pseudo"
"10m23r2";25;5;6;2;"für";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";352;352;352;1;"1362";0;0;"55.5865091546501";12;352;"pseudo"
"10m23r2";25;6;6;2;"eine";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";220;220;220;1;"1378";0;0;"56.6625978931429";200;220;"pseudo"
"10m23r2";25;7;6;2;"Sulschurbilung";14;"pseudo";1;0;0;0;0;0;0;0;0;"-0.952788045043187";4804;4060;172;14;"1466.64285714286";1;0;"161.235852092517";24;4060;"pseudo"
"10m23r2";25;8;6;2;"vielleicht";10;"none";0;1;0;0;0;0;0;0;0;"-0.952788045043187";552;552;224;3;"1562";0;0;"78.822902763093";16;552;"pseudo"
"10m23r2";25;9;6;2;"bereits";7;"none";0;0;1;0;0;0;0;0;0;"-0.952788045043187";384;384;384;1;"1569";0;0;"46.5279485900678";12;384;"pseudo"
"10m23r2";25;10;6;2;"zu";2;"none";0;0;0;1;0;0;0;0;0;"-0.952788045043187";384;180;180;2;"1353";0;0;"28.6923334708072";8;180;"pseudo"
"10m23r2";25;11;6;2;"spät";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";604;192;192;2;"1285";0;0;"22.4294449329447";8;192;"pseudo"
"10m23r2";25;12;6;2;"war.";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";232;232;232;1;"1191";0;1;"0";0;1592;"pseudo"
"10m23r2";3;1;7;2;"Tim";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";296;44;44;2;"1451.5";1;0;"376.961669138919";52;196;"control"
"10m23r2";3;2;7;2;"spielte";7;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";96;96;96;1;"1301";0;1;"52.1310847767433";124;348;"control"
"10m23r2";3;3;7;2;"an";2;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"53.6806296535352";12;0;"control"
"10m23r2";3;4;7;2;"seinem";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";512;512;512;1;"1268";0;0;"77.3519876926249";16;512;"control"
"10m23r2";3;5;7;2;"neuen";5;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";240;212;212;2;"1325.5";1;0;"47.5127351349088";12;212;"control"
"10m23r2";3;6;7;2;"Feuerzeug";9;"control";1;0;0;0;0;0;0;0;0;"-0.952788045043187";724;396;196;4;"1229.25";2;0;"47.6001050419009";12;396;"control"
"10m23r2";3;7;7;2;"herum,";6;"none";0;1;0;0;0;0;0;0;0;"-0.952788045043187";616;220;220;3;"1236.33333333333";0;1;"81.6030023957452";20;840;"control"
"10m23r2";3;8;7;2;"während";7;"none";0;0;1;0;0;0;0;0;0;"-0.952788045043187";188;188;188;1;"1325";0;0;"64.0488095127458";12;188;"control"
"10m23r2";3;9;7;2;"er";2;"none";0;0;0;1;0;0;0;0;0;"-0.952788045043187";280;280;280;1;"1212";0;0;"0";0;280;"control"
"10m23r2";3;10;7;2;"auf";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"control"
"10m23r2";3;11;7;2;"seine";5;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";544;216;216;3;"1176";2;0;"75.5032449633789";16;216;"control"
"10m23r2";3;12;7;2;"Freundin";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";200;200;200;1;"1124";0;1;"0";0;288;"control"
"10m23r2";3;13;7;2;"wartete.";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";192;192;192;1;"1202";0;1;"0";0;564;"control"
"10m23r2";8;1;8;2;"Gestern";7;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";488;200;200;2;"1265";1;0;"210.178804830554";36;200;"control"
"10m23r2";8;2;8;2;"beendete";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";380;104;104;3;"1303.33333333333";1;1;"73.3332803030112";16;520;"control"
"10m23r2";8;3;8;2;"Max";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";800;480;244;3;"1400";0;1;"77.957039451226";16;948;"control"
"10m23r2";8;4;8;2;"seine";5;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";196;196;196;1;"1359";0;0;"72.5135159815052";16;196;"control"
"10m23r2";8;5;8;2;"Schulung";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";720;416;416;2;"1282";1;0;"46.9180135981906";12;416;"control"
"10m23r2";8;6;8;2;"zum";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";172;172;172;1;"1137";0;0;"113.059718733066";116;172;"control"
"10m23r2";8;7;8;2;"Mechaniker";10;"control";1;0;0;0;0;0;0;0;0;"-0.952788045043187";280;132;132;2;"1391";0;0;"74.2";16;132;"control"
"10m23r2";8;8;8;2;"und";3;"none";0;1;0;0;0;0;0;0;0;"-0.952788045043187";224;224;224;1;"1319";0;0;"62.1028984830821";16;224;"control"
"10m23r2";8;9;8;2;"feierte";7;"none";0;0;1;0;0;0;0;0;0;"-0.952788045043187";404;172;172;2;"1217";1;0;"26.5007547062343";8;172;"control"
"10m23r2";8;10;8;2;"das";3;"none";0;0;0;1;0;0;0;0;0;"-0.952788045043187";264;264;264;1;"1232";0;0;"0";0;264;"control"
"10m23r2";8;11;8;2;"mit";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";656;172;172;3;"1178.66666666667";2;0;"54.0299916712931";12;172;"control"
"10m23r2";8;12;8;2;"seiner";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";372;212;212;2;"1395.5";0;1;"0";0;384;"control"
"10m23r2";8;13;8;2;"ganzen";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";108;108;108;1;"1134";0;1;"0";0;1436;"control"
"10m23r2";8;14;8;2;"Familie.";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"control"
"10m23r2";18;1;10;2;"Frau";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";348;220;220;2;"1421";2;0;"211.238561820516";184;220;"control"
"10m23r2";18;2;10;2;"Fischer";7;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";484;148;148;3;"1521";2;0;"234.719172629762";40;648;"control"
"10m23r2";18;3;10;2;"saß";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";172;172;172;1;"1358";0;0;"88.7272224291959";168;172;"control"
"10m23r2";18;4;10;2;"schon";5;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";560;160;160;2;"1629.5";0;1;"0";0;1380;"control"
"10m23r2";18;5;10;2;"den";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"53.1184525377011";12;0;"control"
"10m23r2";18;6;10;2;"ganzen";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";672;420;196;4;"1562";1;0;"60.004083194396";12;420;"control"
"10m23r2";18;7;10;2;"Abend";5;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";1200;192;192;4;"1537.25";1;1;"79.7004391455907";20;1132;"control"
"10m23r2";18;8;10;2;"an";2;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";200;200;200;1;"1584";0;0;"61.8990306870794";12;200;"control"
"10m23r2";18;9;10;2;"der";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"control"
"10m23r2";18;10;10;2;"Korrektur";9;"control";1;0;0;0;0;0;0;0;0;"-0.952788045043187";448;448;208;2;"1519.5";0;0;"71.700069734973";16;448;"control"
"10m23r2";18;11;10;2;"der";3;"none";0;1;0;0;0;0;0;0;0;"-0.952788045043187";364;364;364;1;"1253";0;0;"161.743006031173";24;364;"control"
"10m23r2";18;12;10;2;"Aufsätze";8;"none";0;0;1;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"control"
"10m23r2";18;13;10;2;"und";3;"none";0;0;0;1;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"control"
"10m23r2";18;14;10;2;"war";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";224;224;224;1;"1011";0;0;"49.4446154803533";12;224;"control"
"10m23r2";18;15;10;2;"über";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";176;176;176;1;"1030";0;0;"75.1000665778665";16;176;"control"
"10m23r2";18;16;10;2;"die";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"control"
"10m23r2";18;17;10;2;"Leistung";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";176;176;176;1;"1075";0;0;"91.0793061018802";16;176;"control"
"10m23r2";18;18;10;2;"enttäuscht.";11;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";332;332;332;1;"1077";0;1;"0";0;836;"control"
"10m23r2";11;1;11;2;"Angelika";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";564;36;36;4;"1133";2;0;"81.5180961504867";16;36;"control"
"10m23r2";11;2;11;2;"begeisterte";11;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";680;200;200;3;"1228.66666666667";1;2;"52.2383958406075";12;1052;"control"
"10m23r2";11;3;11;2;"besonders";9;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";708;304;80;4;"1231.25";2;0;"97.4148345992539";16;304;"control"
"10m23r2";11;4;11;2;"die";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";200;200;200;1;"1057";1;0;"150.840611242463";24;200;"control"
"10m23r2";11;5;11;2;"Leichtigkeit";12;"control";1;0;0;0;0;0;0;0;0;"-0.952788045043187";620;284;184;4;"1347.75";0;1;"104.908054981493";20;484;"control"
"10m23r2";11;6;11;2;"und";3;"none";0;1;0;0;0;0;0;0;0;"-0.952788045043187";156;156;156;1;"1067";0;0;"0";0;156;"control"
"10m23r2";11;7;11;2;"das";3;"none";0;0;1;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"control"
"10m23r2";11;8;11;2;"Können";6;"none";0;0;0;1;0;0;0;0;0;"-0.952788045043187";748;148;148;3;"1213.66666666667";1;0;"71.0209124131758";16;148;"control"
"10m23r2";11;9;11;2;"der";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"control"
"10m23r2";11;10;11;2;"Seiltänzerin.";13;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";1164;700;224;3;"1218.33333333333";0;2;"0";0;2660;"control"
"10m23r2";21;1;12;2;"Luka";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";704;116;116;4;"1482.25";3;0;"362.6784388408";44;116;"control"
"10m23r2";21;2;12;2;"versucht";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";900;128;128;4;"1446.5";1;1;"64.6239119831042";12;776;"control"
"10m23r2";21;3;12;2;"vergeblich";10;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";284;284;284;1;"1590";0;0;"74.8006016018588";16;284;"control"
"10m23r2";21;4;12;2;"die";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";188;188;188;1;"1494";0;0;"71.6508897362761";16;188;"control"
"10m23r2";21;5;12;2;"Maschine";8;"control";1;0;0;0;0;0;0;0;0;"-0.952788045043187";272;112;112;2;"1472.5";0;1;"72.7156791895668";16;1752;"control"
"10m23r2";21;6;12;2;"wieder";6;"none";0;1;0;0;0;0;0;0;0;"-0.952788045043187";228;228;228;1;"1367";0;0;"0";0;228;"control"
"10m23r2";21;7;12;2;"zum";3;"none";0;0;1;0;0;0;0;0;0;"-0.952788045043187";184;184;184;1;"1374";0;0;"90.7116861269815";20;184;"control"
"10m23r2";21;8;12;2;"Laufen";6;"none";0;0;0;1;0;0;0;0;0;"-0.952788045043187";464;464;300;2;"1266";0;0;"80.7307871880363";16;464;"control"
"10m23r2";21;9;12;2;"zu";2;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";164;164;164;1;"1063";0;1;"0";0;644;"control"
"10m23r2";21;10;12;2;"bringen.";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"control"
"10m23r2";9;1;13;2;"Die";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";216;40;40;2;"1419.5";2;0;"108.411669113615";20;40;"filler"
"10m23r2";9;2;13;2;"neue";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";284;284;284;1;"1221";0;0;"0";0;284;"filler"
"10m23r2";9;3;13;2;"Ärztin";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";792;176;176;4;"1391.25";1;1;"47.4026370574465";12;1020;"filler"
"10m23r2";9;4;13;2;"hat";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"filler"
"10m23r2";9;5;13;2;"sich";4;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";304;304;304;1;"1277";0;0;"47.9004175347147";12;304;"filler"
"10m23r2";9;6;13;2;"auf";3;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";404;224;224;2;"1237.5";1;0;"89.9534323969908";20;224;"filler"
"10m23r2";9;7;13;2;"Toxikologie";11;"filler";0;0;0;0;1;1;0;0;0;"-0.952788045043187";128;128;128;1;"1071";0;0;"93.8004797429097";16;128;"filler"
"10m23r2";9;8;13;2;"spezialisiert,";14;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";336;336;196;2;"1051";0;0;"138.205535345007";24;336;"filler"
"10m23r2";9;9;13;2;"um";2;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";120;120;120;1;"995";1;0;"85.0894235495811";16;120;"filler"
"10m23r2";9;10;13;2;"Vergiftungen";12;"filler";0;0;0;0;1;0;0;0;1;"-0.952788045043187";332;208;208;2;"996.5";0;1;"98.1073901395812";152;452;"filler"
"10m23r2";9;11;13;2;"besser";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";164;164;164;1;"1078";0;0;"98.9072798129642";20;164;"filler"
"10m23r2";9;12;13;2;"behandeln";9;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";668;668;668;1;"1052";0;0;"81.2199482885825";20;668;"filler"
"10m23r2";9;13;13;2;"zu";2;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";144;144;144;1;"1077";0;1;"0";0;556;"filler"
"10m23r2";9;14;13;2;"können.";7;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"0";0;0;"filler"
"10m23r2";27;1;14;2;"Aufgrund";8;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";224;224;224;1;"1281";1;0;"66.2270337551063";16;224;"filler"
"10m23r2";27;2;14;2;"seiner";6;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";0;0;0;0;"0";0;0;"85.1754072488063";388;0;"filler"
"10m23r2";27;3;14;2;"unangebrachten";14;"none";0;0;0;0;0;0;0;0;0;"-0.952788045043187";484;180;180;3;"1324.66666666667";0;1;"93.1105257207798";20;708;"filler"
